0.5814857,0
0.5814857,0.02
0.5814857,0.04
0.5814857,0.1855075
0.5814857,0.2073842
0.5814857,0.2718377
0.5814857,0.284287
0.05309463,0.3294133
0.05615712,0.6627467
0.05568484,0.9621167
0.05687898,1.120775
0.05672967,1.194493
0.05682707,1.233893
0.05539626,1.285063
0.05585528,1.317612
0.05533297,1.340623
0.05447238,1.411538
0.05460543,1.435368
0.05342114,1.464758
0.05304895,1.510887
0.05304843,1.53501
0.05389516,1.563156
0.05457507,1.584733
0.05508225,1.607527
0.05492539,1.633912
0.05492351,1.653038
0.05488186,1.690681
0.05488038,1.710301
0.05593394,1.735912
0.05744332,1.758001
0.05899083,1.781037
0.06080207,1.810064
0.06193754,1.833807
0.06373865,1.858182
0.06551831,1.886229
0.06737935,1.914922
0.06868502,1.940857
0.06868868,1.969385
0.06759281,1.992484
0.06759046,2.02208
0.06713673,2.047069
0.06687507,2.070716
0.06672566,2.107654
0.06647181,2.123554
0.06629402,2.142739
0.06599383,2.172364
0.06573247,2.199042
0.06536341,2.226419
0.06520863,2.255351
0.06483752,2.284213
0.06443294,2.315677
0.06362152,2.342387
0.06263769,2.37394
0.0618161,2.397408
0.06110008,2.42096
0.0605715,2.450171
0.06008448,2.477744
0.05965979,2.50628
0.05938774,2.53701
0.05918434,2.564531
0.05936253,2.5902
0.05928009,2.619222
0.0587884,2.64663
0.05837505,2.675819
0.05803275,2.703018
0.05773852,2.731543
0.05826586,2.761192
0.05839701,2.787791
0.05805296,2.814819
0.05771111,2.844171
0.05741863,2.871565
0.05712324,2.900231
0.05710316,2.927625
0.05708594,2.954728
0.05722658,2.984254
0.05711395,3.011888
0.05669253,3.041842
0.05600497,3.068098
0.0551446,3.093665
0.05360511,3.120629
0.05196905,3.149218
0.05032355,3.176969
0.04862897,3.20681
0.04693101,3.23458
0.04551541,3.262797
0.04497705,3.290823
0.04377598,3.318835
0.04218625,3.34806
0.04055486,3.375737
0.03887369,3.403589
0.0363144,3.431434
0.03411067,3.456737
0.03256166,3.484815
0.03084995,3.512808
0.0293756,3.54061
0.02795702,3.571215
0.02704577,3.597391
0.02625096,3.624644
0.02527731,3.653907
0.02429768,3.681286
0.02359515,3.695687
0.02265064,3.708938
0.02152457,3.738362
0.02056432,3.767317
0.01993868,3.792338
0.01933737,3.820048
0.0187749,3.850471
0.01671543,3.879173
0.01373925,3.906396
0.01078034,3.932003
0.007078257,3.957602
0.006642069,3.99199
0.006884046,4.018799
0.006693476,4.047581
0.006375463,4.069109
0.006126238,4.104487
0.005969307,4.12471
0.005656308,4.149088
0.005316227,4.17819
0.004992018,4.212722
0.004700158,4.2351
0.004471093,4.264314
0.004266457,4.293628
0.004163358,4.326139
0.004115648,4.347121
0.004079705,4.374366
0.004105828,4.401248
0.004170509,4.429748
0.004235066,4.4593
0.004304402,4.487463
0.004296587,4.515886
0.004289708,4.545616
0.004291586,4.572608
0.004299431,4.600156
0.004311634,4.626573
0.004407182,4.65338
0.004513041,4.68186
0.004634785,4.712177
0.004737704,4.739805
0.004852864,4.768497
0.004920352,4.795412
0.004963732,4.821881
0.004990514,4.850675
0.005034859,4.878961
0.005045578,4.905524
0.005049681,4.934109
0.005055943,4.9621
0.005063554,4.991189
0.005054408,5.017259
0.005055155,5.046279
0.005057874,5.075815
0.00505969,5.102102
0.005058872,5.127253
0.005026173,5.155071
0.00497208,5.183784
0.004890751,5.214941
0.004806621,5.242005
0.004737874,5.26835
0.004711649,5.29561
0.004709838,5.323816
0.004750434,5.353337
0.004750622,5.380902
0.004777836,5.40827
0.004821769,5.437088
0.004879106,5.462532
0.004966459,5.491776
0.005127225,5.518212
0.0052044,5.546868
0.00524954,5.576051
0.00522786,5.602794
0.00518622,5.629377
0.005124058,5.658242
0.00520468,5.686272
0.005228951,5.715484
0.00518629,5.742819
0.005147739,5.769233
0.005111138,5.795837
0.005095113,5.825047
0.005069742,5.854299
0.005034998,5.885422
0.005038439,5.912158
0.005000423,5.93797
0.004947313,5.963762
0.004876644,5.992151
0.004812602,6.019709
0.004768304,6.04964
0.004687727,6.078471
0.004611867,6.106721
0.004542292,6.130282
0.004478115,6.158522
0.00442087,6.187134
0.00441176,6.216399
0.004460282,6.24389
0.004557139,6.271484
0.004710574,6.298089
0.004907081,6.328465
0.005108205,6.355761
0.005259058,6.384189
0.005432561,6.410983
0.005536159,6.437864
0.00561726,6.465818
0.005674622,6.494891
0.005788837,6.523118
0.005918187,6.553847
0.006038913,6.578037
0.006096548,6.609207
0.006123301,6.637021
0.006120161,6.664604
0.006059734,6.690411
0.005948389,6.717731
0.005799348,6.745888
0.005636247,6.773263
0.005455965,6.798193
0.005329204,6.826632
0.005272346,6.855905
0.0051719,6.884899
0.005090618,6.913012
0.005025101,6.93973
0.004968703,6.966268
0.004912221,6.997171
0.004927257,7.023633
0.00493178,7.052614
0.004921306,7.080761
0.004886778,7.106676
0.004861102,7.133484
0.004832822,7.1474
0.004832767,7.162445
0.004817189,7.175597
0.004806366,7.189488
0.004787928,7.203716
0.004769101,7.215001
0.004750391,7.228372
0.004713656,7.241961
0.004666076,7.255477
0.004567232,7.269023
0.004445324,7.283228
0.004311303,7.29704
0.004084546,7.30991
0.003884253,7.323232
0.00361635,7.338295
0.003416403,7.351218
0.003291894,7.365852
0.003161973,7.378487
0.003096429,7.394506
0.003043234,7.406897
0.002998539,7.421363
0.003131797,7.433609
0.003246276,7.448888
0.003344817,7.463077
0.003428836,7.475773
0.003485363,7.489363
0.003539487,7.503612
0.003555855,7.517856
0.003628678,7.532486
0.003831342,7.544956
0.004091808,7.559129
0.004326703,7.572444
0.004539486,7.586925
0.004726026,7.603205
0.004894981,7.614659
0.005035555,7.628376
0.005189829,7.641991
0.005290476,7.656081
0.005388286,7.670179
0.005488947,7.685232
0.005592737,7.698519
0.005697515,7.711063
0.00578292,7.727581
0.005866436,7.739304
0.00593766,7.752679
0.005992876,7.766974
0.00604224,7.780578
0.006033203,7.796495
0.00601434,7.810321
0.00598476,7.822997
0.005952696,7.836882
0.005919346,7.85066
0.005881887,7.86572
0.00585088,7.879174
0.005820164,7.892077
0.005794783,7.906686
0.005757092,7.920999
0.005714995,7.935938
0.005668186,7.948423
0.005638988,7.962817
0.005613661,7.982317
0.005591517,7.991877
0.005572096,8.004387
0.00555499,8.019391
0.00553093,8.030988
0.005505506,8.04576
0.005472916,8.059398
0.005436644,8.073062
0.00536816,8.087098
0.005289394,8.10208
0.005206449,8.115414
0.005076718,8.12902
0.004940712,8.142632
0.004804404,8.157475
0.004669721,8.170822
0.004536281,8.18413
0.004447792,8.198734
0.00437421,8.211861
0.004291972,8.22812
0.004219495,8.240517
0.004142656,8.254193
0.004072388,8.270128
0.004008133,8.282295
0.003994613,8.295497
0.003989418,8.309742
0.003991534,8.324368
0.003997022,8.338603
0.004004927,8.351438
